Model,DPO3054
Firmware Version,2.07

Point Format,Y
Horizontal Units,S
Horizontal Scale,4e-07
Sample Interval,4e-10
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.01
Label,
TIME,CH1
-7.9200e-08,0.0124
-7.8800e-08,0.0128
-7.8400e-08,0.014
-7.8000e-08,0.0072
-7.7600e-08,0.0072
-7.7200e-08,0.01
-7.6800e-08,-0.0016
-7.6400e-08,-0.0108
-7.6000e-08,-0.01
-7.5600e-08,-0.0164
-7.5200e-08,-0.016
-7.4800e-08,-0.0032
-7.4400e-08,0.0064
-7.4000e-08,0.0132
-7.3600e-08,0.0132
-7.3200e-08,0.0048
-7.2800e-08,0.004
-7.2400e-08,0.0076
-7.2000e-08,-0.0004
-7.1600e-08,-0.0084
-7.1200e-08,-0.008
-7.0800e-08,-0.0144
-7.0400e-08,-0.0164
-7.0000e-08,-0.0068
-6.9600e-08,-0.0012
-6.9200e-08,0.0072
-6.8800e-08,0.0148
-6.8400e-08,0.0124
-6.8000e-08,0.014
-6.7600e-08,0.0164
-6.7200e-08,0.0048
-6.6800e-08,-0.002
-6.6400e-08,-0.004
-6.6000e-08,-0.0144
-6.5600e-08,-0.018
-6.5200e-08,-0.0136
-6.4800e-08,-0.0124
-6.4400e-08,-0.006
-6.4000e-08,0.0044
-6.3600e-08,0.0068
-6.3200e-08,0.0144
-6.2800e-08,0.0192
-6.2400e-08,0.0096
-6.2000e-08,0.0056
-6.1600e-08,0.0056
-6.1200e-08,-0.006
-6.0800e-08,-0.012
-6.0400e-08,-0.0076
-6.0000e-08,-0.012
-5.9600e-08,-0.0132
-5.9200e-08,-0.0072
-5.8800e-08,-0.0012
-5.8400e-08,0.0076
-5.8000e-08,0.0156
-5.7600e-08,0.0116
-5.7200e-08,0.0124
-5.6800e-08,0.0128
-5.6400e-08,0.0016
-5.6000e-08,-0.0048
-5.5600e-08,-0.0052
-5.5200e-08,-0.0112
-5.4800e-08,-0.012
-5.4400e-08,-0.008
-5.4000e-08,-0.0064
-5.3600e-08,0.0008
-5.3200e-08,0.0088
-5.2800e-08,0.0088
-5.2400e-08,0.0128
-5.2000e-08,0.0164
-5.1600e-08,0.006
-5.1200e-08,0
-5.0800e-08,-0.002
-5.0400e-08,-0.0124
-5.0000e-08,-0.0164
-4.9600e-08,-0.0136
-4.9200e-08,-0.0148
-4.8800e-08,-0.0064
-4.8400e-08,0.002
-4.8000e-08,0.0048
-4.7600e-08,0.0144
-4.7200e-08,0.0208
-4.6800e-08,0.0168
-4.6400e-08,0.0152
-4.6000e-08,0.0124
-4.5600e-08,0.0004
-4.5200e-08,-0.0068
-4.4800e-08,-0.0104
-4.4400e-08,-0.0188
-4.4000e-08,-0.0192
-4.3600e-08,-0.0148
-4.3200e-08,-0.0108
-4.2800e-08,0.0004
-4.2400e-08,0.0068
-4.2000e-08,0.006
-4.1600e-08,0.014
-4.1200e-08,0.0184
-4.0800e-08,0.0084
-4.0400e-08,0.004
-4.0000e-08,0.0008
-3.9600e-08,-0.0076
-3.9200e-08,-0.0108
-3.8800e-08,-0.0084
-3.8400e-08,-0.0076
-3.8000e-08,0.0004
-3.7600e-08,0.0064
-3.7200e-08,0.0048
-3.6800e-08,0.0128
-3.6400e-08,0.018
-3.6000e-08,0.0104
-3.5600e-08,0.0056
-3.5200e-08,0.0004
-3.4800e-08,-0.0136
-3.4400e-08,-0.0188
-3.4000e-08,-0.0188
-3.3600e-08,-0.0188
-3.3200e-08,-0.01
-3.2800e-08,-0.0012
-3.2400e-08,0.0036
-3.2000e-08,0.0124
-3.1600e-08,0.016
-3.1200e-08,0.0108
-3.0800e-08,0.014
-3.0400e-08,0.0144
-3.0000e-08,0.0032
-2.9600e-08,-0.002
-2.9200e-08,-0.0064
-2.8800e-08,-0.0152
-2.8400e-08,-0.0128
-2.8000e-08,-0.0072
-2.7600e-08,-0.0024
-2.7200e-08,0.01
-2.6800e-08,0.0136
-2.6400e-08,0.0064
-2.6000e-08,0.0096
-2.5600e-08,0.0112
-2.5200e-08,0
-2.4800e-08,-0.0056
-2.4400e-08,-0.0092
-2.4000e-08,-0.016
-2.3600e-08,-0.0164
-2.3200e-08,-0.0132
-2.2800e-08,-0.0092
-2.2400e-08,0.0032
-2.2000e-08,0.0116
-2.1600e-08,0.0108
-2.1200e-08,0.0184
-2.0800e-08,0.0212
-2.0400e-08,0.0116
-2.0000e-08,0.0072
-1.9600e-08,0
-1.9200e-08,-0.012
-1.8800e-08,-0.0144
-1.8400e-08,-0.0168
-1.8000e-08,-0.02
-1.7600e-08,-0.01
-1.7200e-08,-0.0024
-1.6800e-08,0.0004
-1.6400e-08,0.0144
-1.6000e-08,0.02
-1.5600e-08,0.014
-1.5200e-08,0.0144
-1.4800e-08,0.01
-1.4400e-08,-0.0024
-1.4000e-08,-0.006
-1.3600e-08,-0.01
-1.3200e-08,-0.0184
-1.2800e-08,-0.0172
-1.2400e-08,-0.0148
-1.2000e-08,-0.0112
-1.1600e-08,0.0036
-1.1200e-08,0.0108
-1.0800e-08,0.0108
-1.0400e-08,0.0204
-1.0000e-08,0.0208
-9.6000e-09,0.0092
-9.2000e-09,0.0048
-8.8000e-09,-0.0016
-8.4000e-09,-0.0112
-8.0000e-09,-0.0136
-7.6000e-09,-0.0152
-7.2000e-09,-0.0148
-6.8000e-09,-0.002
-6.4000e-09,0.0032
-6.0000e-09,0.0044
-5.6000e-09,0.0164
-5.2000e-09,0.0208
-4.8000e-09,0.012
-4.4000e-09,0.008
-4.0000e-09,0
-3.6000e-09,-0.0124
-3.2000e-09,-0.0168
-2.8000e-09,-0.02
-2.4000e-09,-0.0212
-2.0000e-09,-0.0092
-1.6000e-09,-0.0012
-1.2000e-09,0.004
-8.0000e-10,0.0168
-4.0000e-10,0.0216
1.0225e-19,0.018
4.0000e-10,0.0204
8.0000e-10,0.0152
1.2000e-09,0.0024
1.6000e-09,-0.004
2.0000e-09,-0.012
2.4000e-09,-0.0224
2.8000e-09,-0.0196
3.2000e-09,-0.0164
3.6000e-09,-0.0092
4.0000e-09,0.0064
4.4000e-09,0.0092
4.8000e-09,0.0068
5.2000e-09,0.0156
5.6000e-09,0.0164
6.0000e-09,0.008
6.4000e-09,0.004
6.8000e-09,-0.004
7.2000e-09,-0.014
7.6000e-09,-0.0136
8.0000e-09,-0.0132
8.4000e-09,-0.01
8.8000e-09,0.0028
9.2000e-09,0.0072
9.6000e-09,0.0076
1.0000e-08,0.018
1.0400e-08,0.0204
1.0800e-08,0.0128
1.1200e-08,0.0084
1.1600e-08,-0.0012
1.2000e-08,-0.014
1.2400e-08,-0.018
1.2800e-08,-0.0232
1.3200e-08,-0.0232
1.3600e-08,-0.0108
1.4000e-08,-0.0028
1.4400e-08,0.0032
1.4800e-08,0.0164
1.5200e-08,0.0196
1.5600e-08,0.0168
1.6000e-08,0.0188
1.6400e-08,0.0132
1.6800e-08,0.002
1.7200e-08,-0.0016
1.7600e-08,-0.0116
1.8000e-08,-0.0184
1.8400e-08,-0.0144
1.8800e-08,-0.0144
1.9200e-08,-0.0092
1.9600e-08,0.0064
2.0000e-08,0.01
2.0400e-08,0.0092
2.0800e-08,0.016
2.1200e-08,0.0132
2.1600e-08,0.0032
2.2000e-08,-0.0004
2.2400e-08,-0.0076
2.2800e-08,-0.0136
2.3200e-08,-0.0128
2.3600e-08,-0.0144
2.4000e-08,-0.0112
2.4400e-08,0.002
2.4800e-08,0.0072
2.5200e-08,0.0088
2.5600e-08,0.0196
2.6000e-08,0.02
2.6400e-08,0.0112
2.6800e-08,0.0084
2.7200e-08,-0.0008
2.7600e-08,-0.0112
2.8000e-08,-0.014
2.8400e-08,-0.0212
2.8800e-08,-0.0224
2.9200e-08,-0.01
2.9600e-08,-0.0056
3.0000e-08,0.0008
3.0400e-08,0.0164
3.0800e-08,0.02
3.1200e-08,0.018
3.1600e-08,0.0192
3.2000e-08,0.0124
3.2400e-08,0.004
3.2800e-08,-0.0008
3.3200e-08,-0.0112
3.3600e-08,-0.0176
3.4000e-08,-0.0172
3.4400e-08,-0.0184
3.4800e-08,-0.012
3.5200e-08,0.0032
3.5600e-08,0.0068
3.6000e-08,0.0088
3.6400e-08,0.0184
3.6800e-08,0.0172
3.7200e-08,0.0108
3.7600e-08,0.0072
3.8000e-08,-0.0032
3.8400e-08,-0.0104
3.8800e-08,-0.0108
3.9200e-08,-0.0156
3.9600e-08,-0.0128
4.0000e-08,0
4.0400e-08,0.002
4.0800e-08,0.0052
4.1200e-08,0.0164
4.1600e-08,0.0164
4.2000e-08,0.0128
4.2400e-08,0.0116
4.2800e-08,0.0008
4.3200e-08,-0.0084
4.3600e-08,-0.0136
4.4000e-08,-0.0224
4.4400e-08,-0.0236
4.4800e-08,-0.0116
4.5200e-08,-0.0068
4.5600e-08,-0.0004
4.6000e-08,0.0144
4.6400e-08,0.0176
4.6800e-08,0.0184
4.7200e-08,0.022
4.7600e-08,0.016
4.8000e-08,0.0076
4.8400e-08,0.0012
4.8800e-08,-0.0112
4.9200e-08,-0.0188
4.9600e-08,-0.0184
5.0000e-08,-0.0204
5.0400e-08,-0.0136
5.0800e-08,0.0024
5.1200e-08,0.0044
5.1600e-08,0.0064
5.2000e-08,0.0168
5.2400e-08,0.016
5.2800e-08,0.0124
5.3200e-08,0.0088
5.3600e-08,-0.0036
5.4000e-08,-0.01
5.4400e-08,-0.0108
5.4800e-08,-0.0168
5.5200e-08,-0.0136
5.5600e-08,-0.0008
5.6000e-08,0.002
5.6400e-08,0.0044
5.6800e-08,0.0168
5.7200e-08,0.0204
5.7600e-08,0.018
5.8000e-08,0.0132
5.8400e-08,0
5.8800e-08,-0.0092
5.9200e-08,-0.0144
5.9600e-08,-0.0228
6.0000e-08,-0.0216
6.0400e-08,-0.0128
6.0800e-08,-0.01
6.1200e-08,0
6.1600e-08,0.0136
6.2000e-08,0.0148
6.2400e-08,0.0172
6.2800e-08,0.0204
6.3200e-08,0.0132
6.3600e-08,0.0052
6.4000e-08,-0.0004
6.4400e-08,-0.0112
6.4800e-08,-0.0156
6.5200e-08,-0.0148
6.5600e-08,-0.0188
6.6000e-08,-0.0116
6.6400e-08,0.0064
6.6800e-08,0.01
6.7200e-08,0.0112
6.7600e-08,0.0172
6.8000e-08,0.0136
6.8400e-08,0.0092
6.8800e-08,0.0036
6.9200e-08,-0.008
6.9600e-08,-0.0124
7.0000e-08,-0.0136
7.0400e-08,-0.0204
7.0800e-08,-0.0144
7.1200e-08,-0.0024
7.1600e-08,0.002
7.2000e-08,0.0096
7.2400e-08,0.0184
7.2800e-08,0.018
7.3200e-08,0.0168
7.3600e-08,0.012
7.4000e-08,-0.0008
7.4400e-08,-0.0064
7.4800e-08,-0.01
7.5200e-08,-0.0204
7.5600e-08,-0.0208
7.6000e-08,-0.0104
7.6400e-08,-0.0072
7.6800e-08,0.0028
7.7200e-08,0.0172
7.7600e-08,0.0164
7.8000e-08,0.0144
7.8400e-08,0.014
7.8800e-08,0.0064
7.9200e-08,0.0016
7.9600e-08,-0.0012
8.0000e-08,-0.012
8.0400e-08,-0.0156
8.0800e-08,-0.014
8.1200e-08,-0.016
8.1600e-08,-0.0056
8.2000e-08,0.0104
8.2400e-08,0.0124
8.2800e-08,0.0132
8.3200e-08,0.0168
8.3600e-08,0.0112
8.4000e-08,0.008
8.4400e-08,0.0012
8.4800e-08,-0.0108
8.5200e-08,-0.012
8.5600e-08,-0.0136
8.6000e-08,-0.0188
8.6400e-08,-0.0108
8.6800e-08,0.0016
8.7200e-08,0.0044
8.7600e-08,0.0108
8.8000e-08,0.018
8.8400e-08,0.0156
8.8800e-08,0.014
8.9200e-08,0.0088
8.9600e-08,-0.0036
9.0000e-08,-0.0092
9.0400e-08,-0.0128
9.0800e-08,-0.022
9.1200e-08,-0.0196
9.1600e-08,-0.0088
9.2000e-08,-0.0056
9.2400e-08,0.0028
9.2800e-08,0.0144
9.3200e-08,0.0168
9.3600e-08,0.0204
9.4000e-08,0.0204
9.4400e-08,0.0116
9.4800e-08,0.0068
9.5200e-08,-0.0004
9.5600e-08,-0.0144
9.6000e-08,-0.0168
9.6400e-08,-0.0164
9.6800e-08,-0.0212
9.7200e-08,-0.0124
9.7600e-08,0.0004
9.8000e-08,0.002
9.8400e-08,0.01
9.8800e-08,0.0176
9.9200e-08,0.0164
9.9600e-08,0.016
1.0000e-07,0.0084
1.0040e-07,-0.0056
1.0080e-07,-0.0076
1.0120e-07,-0.0084
1.0160e-07,-0.016
1.0200e-07,-0.01
1.0240e-07,-0.0004
1.0280e-07,0
1.0320e-07,0.006
1.0360e-07,0.0148
1.0400e-07,0.0164
1.0440e-07,0.0168
1.0480e-07,0.0108
1.0520e-07,-0.0016
1.0560e-07,-0.0072
1.0600e-07,-0.0148
1.0640e-07,-0.0252
1.0680e-07,-0.0196
1.0720e-07,-0.0124
1.0760e-07,-0.0108
1.0800e-07,-0.0008
1.0840e-07,0.0092
1.0880e-07,0.0132
1.0920e-07,0.0212
1.0960e-07,0.0248
1.1000e-07,0.018
1.1040e-07,0.016
1.1080e-07,0.008
1.1120e-07,-0.0076
1.1160e-07,-0.0124
1.1200e-07,-0.0172
1.1240e-07,-0.0248
1.1280e-07,-0.0172
1.1320e-07,-0.004
1.1360e-07,-0.0012
1.1400e-07,0.0048
1.1440e-07,0.012
1.1480e-07,0.014
1.1520e-07,0.018
1.1560e-07,0.0124
1.1600e-07,0
1.1640e-07,-0.004
1.1680e-07,-0.0092
1.1720e-07,-0.0172
1.1760e-07,-0.012
1.1800e-07,-0.0052
1.1840e-07,-0.0024
1.1880e-07,0.0064
1.1920e-07,0.0128
1.1960e-07,0.0164
1.2000e-07,0.022
1.2040e-07,0.0164
1.2080e-07,0.0028
1.2120e-07,-0.0004
1.2160e-07,-0.0092
1.2200e-07,-0.0228
1.2240e-07,-0.0208
1.2280e-07,-0.0144
1.2320e-07,-0.0124
1.2360e-07,0.0016
1.2400e-07,0.0116
1.2440e-07,0.008
1.2480e-07,0.0076
1.2520e-07,0.006
1.2560e-07,0.0036
1.2600e-07,0.0056
1.2640e-07,0.0024
1.2680e-07,-0.0068
1.2720e-07,-0.0072
1.2760e-07,-0.0096
1.2800e-07,-0.0104
1.2840e-07,0.004
1.2880e-07,0.0184
1.2920e-07,0.0204
1.2960e-07,0.0172
1.3000e-07,0.0088
1.3040e-07,0.0012
1.3080e-07,0.0008
1.3120e-07,-0.0064
1.3160e-07,-0.0164
1.3200e-07,-0.0152
1.3240e-07,-0.02
1.3280e-07,-0.0252
1.3320e-07,-0.0128
1.3360e-07,-0.0004
1.3400e-07,0.0052
1.3440e-07,0.0148
1.3480e-07,0.018
1.3520e-07,0.0156
1.3560e-07,0.018
1.3600e-07,0.0104
1.3640e-07,0
1.3680e-07,0
1.3720e-07,-0.0064
1.3760e-07,-0.0152
1.3800e-07,-0.0112
1.3840e-07,-0.0068
1.3880e-07,-0.0064
1.3920e-07,0.0012
1.3960e-07,0.008
1.4000e-07,0.0092
1.4040e-07,0.0132
1.4080e-07,0.01
1.4120e-07,0.002
1.4160e-07,0.0012
1.4200e-07,-0.006
1.4240e-07,-0.0136
1.4280e-07,-0.0116
1.4320e-07,-0.0136
1.4360e-07,-0.0176
1.4400e-07,-0.0088
1.4440e-07,-0.0012
1.4480e-07,0.0056
1.4520e-07,0.0148
1.4560e-07,0.018
1.4600e-07,0.0172
1.4640e-07,0.0196
1.4680e-07,0.0104
1.4720e-07,-0.0028
1.4760e-07,-0.0032
1.4800e-07,-0.0076
1.4840e-07,-0.0164
1.4880e-07,-0.0116
1.4920e-07,-0.0092
1.4960e-07,-0.0092
1.5000e-07,0
1.5040e-07,0.006
1.5080e-07,0.0096
1.5120e-07,0.0156
1.5160e-07,0.0092
1.5200e-07,0
1.5240e-07,-0.0016
1.5280e-07,-0.0096
1.5320e-07,-0.0144
1.5360e-07,-0.0096
1.5400e-07,-0.0072
1.5440e-07,-0.006
1.5480e-07,0.0044
1.5520e-07,0.0132
1.5560e-07,0.0136
1.5600e-07,0.014
1.5640e-07,0.0064
1.5680e-07,0.0012
1.5720e-07,0.004
1.5760e-07,-0.0036
1.5800e-07,-0.014
1.5840e-07,-0.0104
1.5880e-07,-0.0124
1.5920e-07,-0.0148
1.5960e-07,-0.0016
1.6000e-07,0.0116
1.6040e-07,0.0176
1.6080e-07,0.0188
1.6120e-07,0.0116
1.6160e-07,0.0044
1.6200e-07,0.0056
1.6240e-07,-0.002
1.6280e-07,-0.0124
1.6320e-07,-0.0104
1.6360e-07,-0.0152
1.6400e-07,-0.0216
1.6440e-07,-0.0108
1.6480e-07,-0.0008
1.6520e-07,0.0068
1.6560e-07,0.0156
1.6600e-07,0.0152
1.6640e-07,0.0136
1.6680e-07,0.0152
1.6720e-07,0.0048
1.6760e-07,-0.004
1.6800e-07,-0.0032
1.6840e-07,-0.0116
1.6880e-07,-0.018
1.6920e-07,-0.0136
1.6960e-07,-0.0116
1.7000e-07,-0.0052
1.7040e-07,0.006
1.7080e-07,0.01
1.7120e-07,0.0144
1.7160e-07,0.0208
1.7200e-07,0.0132
1.7240e-07,0.0056
1.7280e-07,0.004
1.7320e-07,-0.0052
1.7360e-07,-0.014
1.7400e-07,-0.012
1.7440e-07,-0.0152
1.7480e-07,-0.018
1.7520e-07,-0.0092
1.7560e-07,-0.0024
1.7600e-07,0.004
1.7640e-07,0.0128
1.7680e-07,0.0144
1.7720e-07,0.0156
1.7760e-07,0.018
1.7800e-07,0.006
1.7840e-07,-0.0044
1.7880e-07,-0.0036
1.7920e-07,-0.0096
1.7960e-07,-0.0124
1.8000e-07,-0.006
1.8040e-07,-0.0036
1.8080e-07,-0.0012
1.8120e-07,0.006
1.8160e-07,0.006
1.8200e-07,0.0116
1.8240e-07,0.0184
1.8280e-07,0.0088
1.8320e-07,-0.002
1.8360e-07,-0.0056
1.8400e-07,-0.0164
1.8440e-07,-0.022
1.8480e-07,-0.016
1.8520e-07,-0.0132
1.8560e-07,-0.006
1.8600e-07,0.0044
1.8640e-07,0.0092
1.8680e-07,0.0172
1.8720e-07,0.0252
1.8760e-07,0.0216
1.8800e-07,0.0168
1.8840e-07,0.0144
1.8880e-07,0.0008
1.8920e-07,-0.01
1.8960e-07,-0.0124
1.9000e-07,-0.02
1.9040e-07,-0.0212
1.9080e-07,-0.0156
1.9120e-07,-0.0116
1.9160e-07,-0.0028
1.9200e-07,0.0064
1.9240e-07,0.0068
1.9280e-07,0.0132
1.9320e-07,0.0176
1.9360e-07,0.008
1.9400e-07,0.0004
1.9440e-07,0
1.9480e-07,-0.0076
1.9520e-07,-0.012
1.9560e-07,-0.0068
1.9600e-07,-0.0056
1.9640e-07,0.0016
1.9680e-07,0.01
1.9720e-07,0.0084
1.9760e-07,0.0128
1.9800e-07,0.0192
1.9840e-07,0.0088
1.9880e-07,0.0008
1.9920e-07,-0.0012
1.9960e-07,-0.0128
2.0000e-07,-0.0204
2.0040e-07,-0.0216
2.0080e-07,-0.022
2.0120e-07,-0.0136
2.0160e-07,0.0004
2.0200e-07,0.0064
2.0240e-07,0.0148
2.0280e-07,0.0208
2.0320e-07,0.0172
2.0360e-07,0.0144
2.0400e-07,0.0152
2.0440e-07,0.006
2.0480e-07,-0.0032
2.0520e-07,-0.0076
2.0560e-07,-0.0164
2.0600e-07,-0.0176
2.0640e-07,-0.0108
2.0680e-07,-0.0052
2.0720e-07,0.0052
2.0760e-07,0.0104
2.0800e-07,0.0052
2.0840e-07,0.0092
2.0880e-07,0.0132
2.0920e-07,0.0032
2.0960e-07,-0.0024
2.1000e-07,-0.0048
2.1040e-07,-0.0144
2.1080e-07,-0.0176
2.1120e-07,-0.0124
2.1160e-07,-0.0084
2.1200e-07,0.0016
2.1240e-07,0.0112
2.1280e-07,0.0108
2.1320e-07,0.0172
2.1360e-07,0.0224
2.1400e-07,0.0132
2.1440e-07,0.0068
2.1480e-07,0.0032
2.1520e-07,-0.01
2.1560e-07,-0.0184
2.1600e-07,-0.02
2.1640e-07,-0.0204
2.1680e-07,-0.0124
2.1720e-07,-0.0036
2.1760e-07,0.0008
2.1800e-07,0.0104
2.1840e-07,0.0184
2.1880e-07,0.0148
2.1920e-07,0.0152
2.1960e-07,0.014
2.2000e-07,0.002
2.2040e-07,-0.0044
2.2080e-07,-0.0092
2.2120e-07,-0.0188
2.2160e-07,-0.0184
2.2200e-07,-0.0124
2.2240e-07,-0.0076
2.2280e-07,0.0052
2.2320e-07,0.012
2.2360e-07,0.01
2.2400e-07,0.0168
2.2440e-07,0.0212
2.2480e-07,0.01
2.2520e-07,0.0004
2.2560e-07,-0.0044
2.2600e-07,-0.0156
2.2640e-07,-0.0172
2.2680e-07,-0.0144
2.2720e-07,-0.014
2.2760e-07,-0.004
2.2800e-07,0.0044
2.2840e-07,0.0056
2.2880e-07,0.016
2.2920e-07,0.0228
2.2960e-07,0.0136
2.3000e-07,0.0076
2.3040e-07,0.0032
2.3080e-07,-0.0112
2.3120e-07,-0.0176
2.3160e-07,-0.0196
2.3200e-07,-0.022
2.3240e-07,-0.0132
2.3280e-07,-0.0032
2.3320e-07,0.0024
2.3360e-07,0.0152
2.3400e-07,0.0236
2.3440e-07,0.0192
2.3480e-07,0.0196
2.3520e-07,0.0156
2.3560e-07,0.0024
2.3600e-07,-0.0056
2.3640e-07,-0.012
2.3680e-07,-0.0224
2.3720e-07,-0.0228
2.3760e-07,-0.0188
2.3800e-07,-0.0136
2.3840e-07,0.0004
2.3880e-07,0.0096
2.3920e-07,0.0096
2.3960e-07,0.0172
2.4000e-07,0.0204
2.4040e-07,0.0104
2.4080e-07,0.0044
2.4120e-07,0
2.4160e-07,-0.0104
2.4200e-07,-0.014
2.4240e-07,-0.0132
2.4280e-07,-0.0128
2.4320e-07,-0.0012
2.4360e-07,0.0056
2.4400e-07,0.0064
2.4440e-07,0.0168
2.4480e-07,0.0216
2.4520e-07,0.0124
2.4560e-07,0.0072
2.4600e-07,0.0004
2.4640e-07,-0.0136
2.4680e-07,-0.02
2.4720e-07,-0.0248
2.4760e-07,-0.0264
2.4800e-07,-0.0132
2.4840e-07,-0.0024
2.4880e-07,0.0036
2.4920e-07,0.0168
2.4960e-07,0.0224
2.5000e-07,0.0188
2.5040e-07,0.0212
2.5080e-07,0.0176
2.5120e-07,0.004
2.5160e-07,-0.0028
2.5200e-07,-0.0108
2.5240e-07,-0.0208
2.5280e-07,-0.02
2.5320e-07,-0.016
2.5360e-07,-0.0104
2.5400e-07,0.0048
2.5440e-07,0.012
2.5480e-07,0.0088
2.5520e-07,0.0152
2.5560e-07,0.018
2.5600e-07,0.008
2.5640e-07,0.0024
2.5680e-07,-0.0052
2.5720e-07,-0.0152
2.5760e-07,-0.0164
2.5800e-07,-0.0148
2.5840e-07,-0.0112
2.5880e-07,0.002
2.5920e-07,0.0076
2.5960e-07,0.0088
2.6000e-07,0.0188
2.6040e-07,0.0224
2.6080e-07,0.014
2.6120e-07,0.0096
2.6160e-07,0.0004
2.6200e-07,-0.0148
2.6240e-07,-0.018
2.6280e-07,-0.0228
2.6320e-07,-0.024
2.6360e-07,-0.012
2.6400e-07,-0.004
2.6440e-07,0.0008
2.6480e-07,0.016
2.6520e-07,0.022
2.6560e-07,0.0188
2.6600e-07,0.0204
2.6640e-07,0.014
2.6680e-07,0.0004
2.6720e-07,-0.004
2.6760e-07,-0.0112
2.6800e-07,-0.0204
2.6840e-07,-0.0172
2.6880e-07,-0.016
2.6920e-07,-0.0112
2.6960e-07,0.0044
2.7000e-07,0.0096
2.7040e-07,0.0096
2.7080e-07,0.0184
2.7120e-07,0.0176
2.7160e-07,0.0068
2.7200e-07,0.0024
2.7240e-07,-0.0052
2.7280e-07,-0.014
2.7320e-07,-0.0128
2.7360e-07,-0.014
2.7400e-07,-0.0132
2.7440e-07,-0.0004
2.7480e-07,0.006
2.7520e-07,0.008
2.7560e-07,0.0184
2.7600e-07,0.0212
2.7640e-07,0.0136
2.7680e-07,0.0088
2.7720e-07,-0.0012
2.7760e-07,-0.0128
2.7800e-07,-0.0164
2.7840e-07,-0.0232
2.7880e-07,-0.0248
2.7920e-07,-0.0124
2.7960e-07,-0.0056
2.8000e-07,0.0004
2.8040e-07,0.0156
2.8080e-07,0.0212
2.8120e-07,0.0192
2.8160e-07,0.0212
2.8200e-07,0.016
2.8240e-07,0.006
2.8280e-07,0.0008
2.8320e-07,-0.0104
2.8360e-07,-0.0212
2.8400e-07,-0.0204
2.8440e-07,-0.0208
2.8480e-07,-0.0164
2.8520e-07,0.0008
2.8560e-07,0.0068
2.8600e-07,0.0068
2.8640e-07,0.0168
2.8680e-07,0.0168
2.8720e-07,0.0112
2.8760e-07,0.008
2.8800e-07,-0.0016
2.8840e-07,-0.0108
2.8880e-07,-0.012
2.8920e-07,-0.0168
2.8960e-07,-0.0148
2.9000e-07,-0.0004
2.9040e-07,0.0036
2.9080e-07,0.0056
2.9120e-07,0.0176
2.9160e-07,0.0208
2.9200e-07,0.014
2.9240e-07,0.0116
2.9280e-07,0.0016
2.9320e-07,-0.01
2.9360e-07,-0.0152
2.9400e-07,-0.024
2.9440e-07,-0.0244
2.9480e-07,-0.0136
2.9520e-07,-0.0072
2.9560e-07,0
2.9600e-07,0.0144
2.9640e-07,0.0172
2.9680e-07,0.0164
2.9720e-07,0.0204
2.9760e-07,0.016
2.9800e-07,0.0068
2.9840e-07,0.0012
2.9880e-07,-0.0112
2.9920e-07,-0.0188
2.9960e-07,-0.0164
3.0000e-07,-0.0176
3.0040e-07,-0.0112
3.0080e-07,0.0056
3.0120e-07,0.0076
3.0160e-07,0.0072
3.0200e-07,0.0172
3.0240e-07,0.0156
3.0280e-07,0.0084
3.0320e-07,0.0052
3.0360e-07,-0.0052
3.0400e-07,-0.0136
3.0440e-07,-0.0132
3.0480e-07,-0.0172
3.0520e-07,-0.0136
3.0560e-07,0.0004
3.0600e-07,0.004
3.0640e-07,0.0068
3.0680e-07,0.018
3.0720e-07,0.0208
3.0760e-07,0.0164
3.0800e-07,0.0132
3.0840e-07,0.0012
3.0880e-07,-0.0092
3.0920e-07,-0.0128
3.0960e-07,-0.0212
3.1000e-07,-0.0236
3.1040e-07,-0.0116
3.1080e-07,-0.0072
3.1120e-07,-0.0004
3.1160e-07,0.0144
3.1200e-07,0.018
3.1240e-07,0.018
3.1280e-07,0.0212
3.1320e-07,0.0132
3.1360e-07,0.004
3.1400e-07,0
3.1440e-07,-0.0104
3.1480e-07,-0.0172
3.1520e-07,-0.0156
3.1560e-07,-0.0188
3.1600e-07,-0.0128
3.1640e-07,0.0032
3.1680e-07,0.008
3.1720e-07,0.01
3.1760e-07,0.0184
3.1800e-07,0.0168
3.1840e-07,0.0112
3.1880e-07,0.0068
3.1920e-07,-0.0052
3.1960e-07,-0.0112
3.2000e-07,-0.0124
3.2040e-07,-0.018
3.2080e-07,-0.0144
3.2120e-07,-0.0028
3.2160e-07,0.0004
3.2200e-07,0.0052
3.2240e-07,0.0172
3.2280e-07,0.018
3.2320e-07,0.0152
3.2360e-07,0.0128
3.2400e-07,0
3.2440e-07,-0.008
3.2480e-07,-0.012
3.2520e-07,-0.0232
3.2560e-07,-0.0232
3.2600e-07,-0.012
3.2640e-07,-0.0088
3.2680e-07,0
3.2720e-07,0.0156
3.2760e-07,0.0172
3.2800e-07,0.0176
3.2840e-07,0.0212
3.2880e-07,0.0128
3.2920e-07,0.0072
3.2960e-07,0.0032
3.3000e-07,-0.0112
3.3040e-07,-0.0184
3.3080e-07,-0.0176
3.3120e-07,-0.0216
3.3160e-07,-0.0136
3.3200e-07,0.0024
3.3240e-07,0.0064
3.3280e-07,0.0096
3.3320e-07,0.0164
3.3360e-07,0.0144
